ID, Name, Longitude, Latitude, ReviewCount, YelpStars, AreaID
21747,Checker Cab Co.,-115.212538,36.0746721,18,2.5,6
21748,Sweet O Wine and Chocolate Lounge,-112.17908,33.53226,12,3,4
21749,ICE: Direct From Russia,-115.1711298,36.128561,9,3.5,6
21750,JesterZ Improv Comedy,-111.9277137,33.4645767,43,4.5,4
21751,Methode Bistro,-111.9258624,33.5278493,5,4.5,4
21752,Capri,-115.136389,36.175,5,4.5,6
21753,Zax Cafe,-112.1087177,33.5531164,16,4,4
21754,Market Place Cafe,-111.9295376,33.502131,65,4,4
21755,Cave Creek Golf Course,-112.0996716,33.6233879,5,2.5,4
21756,Nathan Burton Comedy Magic,-115.1727107,36.1094088,133,3.5,6
21757,The Platinum Hotel,-115.162951,36.114242,297,4,6
21758,Boulder City Outfitters,-114.8584547,35.9729555,3,3.5,6
21759,Sumits Yoga,-112.07,33.45,4,5,4
21760,Henderson Multigenerational Center,-115.0794332,36.0193627,35,4,6
21761,Third Thursdays,-114.985856,36.0350953,3,2.5,6
21762,Bass Pro Shops,-115.1828588,36.0407976,140,4,6
21763,Dinos Greek and Italian Grill,-112.341878,33.463543,81,3.5,4
21764,Pei Wei,-112.0829863,33.4654508,99,3,4
21765,Eba Cafe,-111.952872,33.407724,26,4.5,4
21766,Rolling In Dough Bakery - Leopolds Cakery,-115.3194725,36.159591,84,3.5,6
21767,Sala Thai,-112.013359,33.5854942,161,4,4
21768,En Sushi & Robata Grill,-115.097955,35.979666,68,4,6
21769,Little Macau,-115.1923641,36.1264829,37,3.5,6
21770,Antonios Italian Ristorante,-115.136389,36.175,6,4.5,6
21771,Jollibee,-115.135755,36.118238,102,3.5,6
21772,Als Garage,-115.0853105,36.0217253,64,3,6
21773,Bingo Room,-115.0525302,36.0633189,5,5,6
21774,Ice Cream Overload,-115.047431,36.0217324,3,3,6
21775,StudiOhm,-115.2470543,36.070519,4,5,6
21776,Molcasalsa Mexican Food,-115.1785503,36.1801087,13,4,6
21777,Filibertos Mexican Food,-112.0983488,33.6113056,10,3.5,4
21778,Albertsons,-115.137954711914,36.0120582580566,18,3.5,6
21779,Target,-115.195002215408,36.0404489970827,53,4,6
21780,Basis New American,-112.0662499,33.6077095,18,4,4
21781,Sweet Tomatoes,-111.9746066,33.678615,69,4,4
21782,The Office,-111.9746066,33.678615,7,3.5,4
21783,Capriottis Sandwich Shop,-115.232721071551,36.1596340292489,37,4,6
21784,Taco Time,-115.186375,36.043512,18,3,6
21785,Oishii Bento,-79.957142,40.441904,126,4,7
21786,Kiehls Since 1851,-115.1748371,36.1179352,10,4.5,6
21787,Cherry Nightclub,-115.369725427566,36.1154495879082,27,3.5,6
21788,First Watch,-111.922543780182,33.6353409418385,108,4,4
21789,Robert Serge Salon,-111.9796451,33.5964318,7,5,4
21790,Metro Pizza,-115.048688311758,36.0218039629821,184,3.5,6
21791,Berthas Café,-112.014454,33.4952159,230,4.5,4
21792,Ginseng Korean BBQ II,-115.1724485,36.1050296,125,3.5,6
21793,Juns Korean Restaurant,-115.115884515499,36.0292953640485,163,4,6
21794,Tortas El Guero,-112.048271,33.475371,69,4.5,4
21795,Legume,-79.9508477,40.4503566,226,4.5,7
21796,Arizona Humane Society,-112.089546,33.570884,30,4,4
21797,White Dove Thrift Shoppe,-112.0824682,33.5107859,12,3.5,4
21798,Red Hawk,-115.102693,36.001458,3,3.5,6
21799,Mandalay Bay-Excalibur Tram,-115.174999237061,36.0926670966146,77,4,6
21800,CJs Texas Barbeque,-115.2622884,36.1432226,16,3,6
21801,Rainbow Family Park,-115.2430397,36.1447116,3,4.5,6
21802,Mad Hatter Cupcakes,-115.3097496,36.1133469,154,3.5,6
21803,Big Ben British Restaurant & Pub,-80.8607013,35.2092456,93,3.5,3
21804,Stripburger,-115.168215140658,36.1275873963632,504,4,6
21805,Firehouse Subs,-115.119349,36.015956,82,4,6
21806,Red Hot Robot,-112.0476381,33.5248915,45,4.5,4
21807,Pamelas P & G Diner,-79.9835649,40.4520296,202,4,7
21808,Redwood Bar and Grill,-115.144747,36.173253,61,4,6
21809,Bricktops Restaurant,-80.831878,35.156338,129,4,3
21810,SBistro,-111.835051,33.415474,8,4,4
21811,Los Amigos,-88.233218,40.110409,9,4,5
21812,Koi Sushi Bar & Grill,-112.153833,33.567834,43,3.5,4
21813,The Coffee Bean & Tea Leaf,-111.923887,33.63416,27,4,4
21814,A8 China,-89.3961584,43.0734435,21,2.5,8
21815,Nike Golf,-115.1761276,36.0907964,6,2,6
21816,Basil n Lime,-115.2979714,36.1231514,110,3.5,6
21817,Gelato Dolce Vita,-111.7179321,33.4373383,125,5,4
21818,Sprinkles Cupcakes,-111.9258947,33.5024987,459,3.5,4
21819,Ballantyne Advanced Chiropractic,-80.815393,35.054096,7,5,3
21820,Sarafinos Pasta and Pizza,-80.0658767,40.4356696,36,4,7
21821,Cuzamil Restaurante Mexicano,-79.922885,40.4334602,45,2.5,7
21822,First Friday,-115.152802,36.156246,115,3.5,6
21823,Applebees,-115.2864495,36.1595644,32,3,6
21824,Steves Greenhouse Grill,-112.0717592,33.4493093,161,3,4
21825,English Garden Florist,-115.1379989,36.1130891,53,5,6
21826,Alexis Grill,-112.0742127,33.489048,63,4,4
21827,Chipotle Mexican Grill,-115.248107910156,36.1955146789551,63,3,6
21828,Redendos Pizzeria Ristorante,-111.8742551,33.6202185,58,4,4
21829,Lennys Burger Shop,-112.1857166,33.5832072,58,3.5,4
21830,Uncle Bears,-111.62019,33.25539,15,3.5,4
21831,Galleria Mall at Sunset,-115.0428251,36.0671229,119,3.5,6
21832,Aspen Salon & Day Spa,-115.1015849,36.0007277,55,4,6
21833,Sotelo,-111.9308565,33.4416141,7,2,4
21834,Branded Meats,-115.0550802,36.0179212,29,4,6
21835,Miracle Mile Shops,-115.16993406026,36.1098635983699,337,3.5,6
21836,Lighting Unlimited,-112.0662121,33.5091977,4,4.5,4
21837,The Ruby Room,-112.073431,33.440413,26,3.5,4
21838,Custo Barcelona,-115.1729418,36.1183949,4,4,6
21839,Foxridge Park,-115.0687194,36.056201,4,3.5,6
21840,The Pond,-115.090667285456,36.0215429525869,21,4.5,6
21841,Chia Bistro Chinese Food,-80.78597972453,35.384683291726,10,3,3
21842,Black Satin Intimates,-115.146372,36.124423,3,4.5,6
21843,BURGER BRASSERIE,-115.170283,36.112648,446,3.5,6
21844,Radio Cafe,-111.9959466,33.502702,70,4,4
21845,Francos Trattoria,-80.0416231,40.3892423,28,4,7
21846,McDonalds,-115.1724261,36.1011972,14,2.5,6
21847,Tangible Tanning & Fitness,-112.0654629,33.5031048,35,4.5,4
21848,Lava Bistro & Bar,-80.7508204,35.3109383,3,3.5,3
21849,Corner Cafe,-79.9841934,40.4219341,3,3.5,7
21850,Snug Harbor,-80.813249,35.219977,45,4.5,3
21851,Cupcakes,-111.9246221,33.52681,57,2.5,4
21852,Apple Exterminating,-115.0823343,36.0703955,6,5,6
21853,Dollyrockers Boutique and Salon,-112.1468115,33.8661089,31,4.5,4
21854,Diva Dogs Boutique,-112.030859,33.6698624,3,4,4
21855,Einstein Bros Bagels,-111.886982,33.6288709,20,2.5,4
21856,Udipi Indian Cuisine,-80.84351,35.22711,5,3,3
21857,Big City BBQ,-111.9286817,33.3785943,3,4.5,4
21858,Tropical Breeze Cafe,-115.1723599,36.1160369,81,2.5,6
21859,Laced,-115.1936496,36.1247414,8,4.5,6
21860,Planet Dailies,-115.172501,36.1100668,429,3,6
21861,Portofino Ristorante West,-112.3373424,33.6381341,16,3,4
21862,Deer Valley Rock Art Center,-112.139774,33.683814,14,4,4
21863,Circle Bar,-115.1536602,36.1089964,20,4,6
21864,Safeway,-112.082007,33.488414,38,3.5,4
21865,Express Solar Protection,-112.3933836,33.6071869,23,5,4
21866,Claim Jumper,-111.964813,33.378926,160,3.5,4
21867,Four Seasons Spa,-115.1743225,36.0910196,14,4.5,6
21868,Bunna Coffee,-111.9286947,33.3501281,43,4,4
21869,Rio Sabor Brazilian Steakhouse,-111.925694,33.581421,7,4,4
21870,Yellowfin,-88.247057,40.098746,71,4,5
21871,Maui Grille,-112.3948012,33.6386621,6,3,4
21872,Bunkys Cafe,-89.3461327,43.093663,101,4,8
21873,Refresh Skin Care,-111.875064,33.575606,5,5,4
21874,Foskoskies on Shamrock,-80.787771,35.235092,28,4,3
21875,Vs Barbershop,-111.978579,33.677854,13,3,4
21876,Primos Steakhouse,-115.291282,36.168849,5,4.5,6
21877,Mary Elaines,-111.9514403,33.5019519,5,5,4
21878,Red Room Cafe,-79.9253597,40.4599315,18,3,7
21879,Elemental Plumbing,-115.217069,36.123264,6,5,6
21880,Papa George,-88.2441689,40.1111456,9,3.5,5
21881,Walmart Supercenter,-112.3365238,33.6106497,21,2,4
21882,Harkins Cine Capri At Tempe Marketplace,-111.901515444711,33.4339668215581,145,4,4
21883,Arizona Biltmore Spa,-112.029562,33.5160662,14,2.5,4
21884,Papa Murphys,-112.01199889183,33.6555664999899,19,4,4
21885,Austins Steakhouse,-115.1751,36.2224,59,4,6
21886,Panera Bread,-79.9564405,40.4415388,19,3,7
21887,Switch Restaurant & Wine Bar,-112.073616,33.477031,546,4,4
21888,Luna Pizza,-112.1868621,33.6668491,4,4.5,4
21889,Brothers Tailors & Clothing Co.,-112.0742274,33.5073298,25,4.5,4
21890,Kapit Bahay,-115.194894,36.126402,44,3,6
21891,Mattas Mexican Grill,-111.7187761,33.4358444,34,3.5,4
21892,Palatte,-112.0791022,33.4549678,66,4,4
21893,Melt Gelato and Crepe Cafe,-111.9812072,33.5990432,3,3.5,4
21894,Atlanta Bread Company,-88.2460289,40.0929349,29,3,5
21895,bebe,-111.9285929,33.6251259,7,3.5,4
21896,Don Guidos Chicago Style Hot Dogs,-112.07346,33.566128,4,3.5,4
21897,Saketini Japanese Sushi Bar and Lounge,-111.875146,33.394271,103,3.5,4
21898,Opa! Souvlaki,-111.9834389,33.6011167,10,3.5,4
21899,Johnnies Chicago Red Hots,-112.076718,33.479992,30,4,4
21900,Wallys Pub and Grill,-111.9152163,33.5652459,83,4,4
21901,BEST WESTERN PLUS Scottsdale Thunderbird Suites,-111.918107,33.6218569,25,3.5,4
21902,Istanbul Grille,-79.952326,40.452039,6,4.5,7
21903,Red Devil Bistro,-112.2364227,33.6474468,39,4,4
21904,Bell Drapery and Cleaners,-112.065384,33.4749614,28,4.5,4
21905,DC Ranch,-111.890131,33.6721892,5,3,4
21906,PTs,-115.11279,36.005222,35,3,6
21907,Broadacres Marketplace & Event Center,-115.10137,36.2129288,50,3.5,6
21908,Fantastic Indoor Swapmeet,-115.206039,36.15075,85,3,6
21909,Pratts Pet Store,-112.1721988,33.5384789,15,4,4
21910,Jade Bar,-111.9593524,33.5219881,86,4,4
21911,Elements,-79.954824,40.480343,6,4.5,7
21912,Juan Jaimes,-111.885034,33.306116,121,4,4
21913,Muze Lounge,-111.8934465,33.6277128,3,2.5,4
21914,Spoken Boutique,-112.0662616,33.4588994,10,4,4
21915,Club Madrid,-115.0410672,36.0636139,11,3.5,6
21916,Your Inner Vagabond,-79.9605124,40.4701983,7,3.5,7
21917,Buckhead Saloon,-80.0062505501334,40.4343085374126,34,2.5,7
21918,Executive Las Vegas,-115.1932958,36.1048204,84,2.5,6
21919,Red Mango,-115.152093,36.1088013,35,4,6
21920,JW Marriott Las Vegas Resort & Spa,-115.2910289,36.1757303,171,4,6
21921,Iron City Bicycles,-79.9534086,40.4403612,11,4.5,7
21922,Palms Pool,-115.194373667368,36.11481553874,86,3.5,6
21923,The Steakhouse at Camelot,-115.147058645508,36.1299691052819,109,3,6
21924,Foothills Recreation & Aquatics Center,-112.1784773,33.6545854,11,4,4
21925,Amp Salon,-115.2067011,36.1104125,11,4,6
21926,Joann Craft Superstore,-111.9746066,33.678615,20,2.5,4
21927,Korean Restaurant,-111.9275459,33.4643735,12,2.5,4
21928,Caribbean Hut,-80.739129,35.317215,40,4,3
21929,Carmellas Italian Kitchen and Bar,-112.0125521,33.6119171,9,4,4
21930,La Paz Cantina & Restaurante,-80.859637,35.210707,19,2,3
21931,Skinnyz Bar & Grille,-80.655336,35.125902,6,3,3
21932,Dirty Pretty,-111.920335,33.49871,36,3.5,4
21933,The Foodbar,-111.928258,33.498915,15,4,4
21934,Glam,-112.0139821,33.4952107,13,4,4
21935,Empire Bagels and Deli,-112.3998181,33.6386688,3,2.5,4
21936,Golden Corral,-112.341857,33.451201,37,2.5,4
21937,Takumi Japanese Restaurant,-89.309968,43.124601,115,4,8
21938,China Grill,-112.22043547075,33.610578109922,47,3.5,4
21939,Phoenix Metropolitan Magazine,-112.013469,33.509606,5,4.5,4
21940,Mike and Rondas The Place,-112.1720413,33.6388849,245,4,4
21941,Vanilla Pastry Studio,-79.9243443,40.4600345,66,4.5,7
21942,Tommy Rockers,-115.182324,36.112044,34,3.5,6
21943,China Chan Restaurant,-112.120516,33.5803589,40,3.5,4
21944,TJs Pizza & Wings,-111.960636,33.640001,51,4,4
21945,Big Mamas House of Soul,-79.9874447,40.4490014,5,4,7
21946,Tatyana Boutique,-115.172501,36.1100668,64,4,6
21947,Eides Entertainment,-79.9932298,40.4452966,24,3.5,7
21948,Ollies Diner,-112.1708615,33.567516,27,3,4
21949,Durango Lodge,-115.279582,36.128563,27,3,6
21950,Desert Broom Library,-111.993754,33.753943,14,4,4
21951,Cold Stone Creamery,-111.940417,33.425165,8,3,4
21952,Kennedys at Stone Creek,-88.170282,40.087852,14,3,5
21953,Cafe Ba-Ba-Reeba,-115.136389,36.175,3,3,6
21954,Intermezzo Pizzeria and Cafe,-80.8215944,35.2221412,135,4,3
21955,Dick Clarks Bar and Grill,-112.0070357,33.4354544,12,2,4
21956,Nathans Famous,-115.171459,36.127308,10,2.5,6
21957,The Mentalist,-115.172636190674,36.1108333860249,68,3.5,6
21958,Times Square Pizzeria,-112.1161771,33.6839876,187,4,4
21959,BJs Restaurant & Brewhouse,-111.9746066,33.678615,156,3.5,4
21960,Black Bear Diner,-112.1897964,33.6383303,92,3.5,4
21961,Berry Blendz,-115.248106,36.195513,38,4,6
21962,Panera Bread,-115.2484239,36.1958835,97,4,6
21963,Bills Gamblin Hall & Saloon,-115.146372,36.124423,309,3.5,6
21964,Paradise Bakery and Cafe,-112.361075,33.6382166,66,3.5,4
21965,Mangos Mexican Cafe,-111.833114,33.4154709,111,4,4
21966,Fiesta Mall,-111.86058,33.3892,61,2.5,4
21967,Name Brand Exchange,-111.8751042,33.3948018,31,3.5,4
21968,Littles Shoes,-79.9210728,40.4378299,26,3.5,7
21969,The Clubhouse Music Venue,-111.9172951,33.4075613,60,3,4
21970,Last Exit Bar & Grill,-111.962008,33.3917448,5,4.5,4
21971,McCormick & Schmicks,-79.9667384,40.427981,62,3,7
21972,Taneko Japanese Tavern,-111.9270661,33.527824,11,4,4
21973,Cafe Forte,-111.9294708,33.4933315,44,4,4
21974,Sweet Basil La Filipiniana,-79.9230179,40.434144,8,3.5,7
21975,Desert Gator Pool Service,-111.709554,33.321555,10,5,4
21976,Pink Fitness,-112.2698812,33.5817065,6,4.5,4
21977,Landmark Towers,-112.0744706,33.5071469,4,5,4
21978,Bigelow Grille,-79.9940035,40.4406597,35,2.5,7
21979,NM Cafe,-115.173015,36.128269,32,3.5,6
21980,Holiday Inn Express & Suites PITTSBURGH WEST MIFFLIN,-79.9254179,40.350011,6,3,7
21981,First Choice Dental,-89.400416,43.060429,6,3,8
21982,M5 Modern Mediterranean,-80.828616,35.152633,29,4,3
21983,JT Whitneys Pub & Brewery,-89.4737468,43.0515656,6,3,8
21984,Fibber Magees,-111.874796,33.348908,136,4,4
21985,Brendas Subs,-111.8766855,33.3498648,3,3.5,4
21986,Hachi,-115.333833,36.15735,156,4,6
21987,Canyon Club,-115.125401,36.17311,7,3.5,6
21988,Dara Thai,-112.137740850449,33.8645537841385,69,4,4
21989,Northwest / KLM Airlines,-112.0070357,33.4354544,3,2,4
21990,Momo Sushi,-115.045985,36.062159,152,4,6
21991,United Airlines / TED,-112.0136199,33.4371562,48,2,4
21992,Chilis Too,-115.136389,36.175,42,2,6
21993,Gordon Biersch,-115.136389,36.175,3,2.5,6
21994,21st Street Coffee And Tea,-79.9844444,40.4516955,101,4,7
21995,Lee Nails,-115.1722594,36.0410251,17,2.5,6
21996,Vegas Tickets,-115.18178,36.112124,8,2.5,6
21997,Aloosions Salon and Spa,-111.931007,33.583163,7,4.5,4
21998,Yucca Tap Room,-111.940498,33.392617,134,4,4
21999,Hamada of Japan,-115.186442,36.118699,5,2.5,6
22000,The RoomStore,-112.188355,33.638087,11,1,4
22001,Defcon,-115.224858,36.272589,3,5,6
22002,Mr Bills Pipe & Tobacco Co,-115.0753613,36.1590383,4,4,6
22003,Havana Cigar Co.,-114.929524,36.102545,4,2,6
22004,Fuel Pizza Cafe,-80.850041,35.173746,22,3,3
22005,Regal Colonnade 14,-115.1147681,36.0287086,58,3.5,6
22006,Logans Roadhouse,-111.9011943,33.2979107,5,3.5,4
22007,Legacy Moving & Storage,-112.164916992188,33.578014746144,3,4.5,4
22008,California Pizza Kitchen,-111.90432,33.433044,86,3,4
22009,Courtyard Cafe,-115.20010471344,36.1018910096238,106,3,6
22010,Dos Gringos,-111.74096034461,33.379756562995,57,3,4
22011,Sierra Gold,-115.0437731,36.055938,44,3,6
22012,Sushi Twister,-115.052618218757,36.1007412932728,271,4,6
22013,BevMo!,-111.9675468,33.3213541,40,4,4
22014,Armitage Wine Lounge & Cafe,-111.8904868,33.6721048,76,3.5,4
22015,The Brink Lounge,-89.3764856,43.0797373,22,3.5,8
22016,Paradise Buffet & Cafe Restaurant,-115.143347,36.171127,186,3,6
22017,Big Sticks Fine Cigars,-111.869504,33.435529,19,4.5,4
22018,Queen Creek Olive Mill Eatery,-111.5832386,33.2210188,38,3,4
22019,Half Moon Sports Grill,-112.071339,33.637072,132,3.5,4
22020,Saxbys Coffee,-115.1360542,36.034795,19,4.5,6
22021,Office Max,-112.3533557,33.6387275,10,4,4
22022,Sidewalk Cafe,-115.1684081,36.1135342,74,2.5,6
22023,El Pescador,-89.345949,43.102942,6,4,8
22024,McDonalds,-112.061875,33.495238,9,1.5,4
22025,Blis Gift Boutique,-80.842257,35.227396,6,3.5,3
22026,Test America Preview Studios,-115.1711298,36.128561,5,3.5,6
22027,888 Noodle Bar,-115.151610374451,36.1345820973638,33,3,6
22028,In-N-Out Burger,-111.9254848,33.434903,227,4,4
22029,Courtyard Buffet,-115.114902,36.151796,15,2,6
22030,BevMo!,-112.2035449,33.6386021,24,4,4
22031,Target,-115.121841,36.012394,64,3.5,6
22032,Souvia Tea,-112.06617,33.626055,50,4.5,4
22033,Cox Digital Solutions Store,-112.063942,33.53876,6,3,4
22034,Dish,-111.9259298,33.5673816,16,3.5,4
22035,Sushi Brokers,-111.92477,33.64053,244,3.5,4
22036,San Felipes Cantina,-111.8905084,33.6722462,11,3,4
22037,Eddie Vs Prime Seafood,-111.8904749,33.6729823,23,3.5,4
22038,Scoreboards,-112.399804,33.6386683,8,3.5,4
22039,Stax Burger Bistro,-111.9264346,33.5005446,272,3.5,4
22040,Burger King,-112.0069893,33.4354634,8,2,4
22041,Great Steak and Potato Co.,-112.0085884,33.435529,9,2,4
22042,Scottsdale Southwest,-111.9245383,33.4933043,6,3.5,4
22043,ICON Lounge,-112.0731077,33.4493843,18,3,4
22044,Mels Diner,-112.0974548,33.4633635,38,3.5,4
22045,Bagel Factory,-79.919905,40.438251,60,3,7
22046,Tango Cafe,-79.9231618,40.4296328,8,4.5,7
22047,Paris Eiffel Tower,-115.171282,36.11289,221,4,6
22048,C-U Taxi,-88.2412504,40.1166102,7,2,5
22049,Las Famosas de Jose,-115.1134551,36.0996154,26,4,6
22050,Pure Sushi,-111.9057779,33.6716432,147,4,4
22051,Arizona Federal Credit Union,-111.909447,33.487234,6,2,4
22052,Boulders On Broadway,-111.9475246,33.407561,256,4,4
22053,Fiamma,-80.852895,35.198237,122,4,3
22054,Blue Horse Coffee,-80.0503427,40.3560807,10,4,7
22055,Black Forest Mill,-111.975898,33.495018,37,3.5,4
22056,The Original Burrito Co,-111.978176,33.3485884,152,3.5,4
22057,BBQ Shak,-115.241332,36.055414,5,3.5,6
22058,An Octopuss Garden,-115.198605,36.098608,4,5,6
22059,Community Tire Pros & Auto Repair,-112.0138544,33.6304388,30,4.5,4
22060,Eyeglass World,-111.856707,33.388549,14,2.5,4
22061,Toni Braxton - Revealed,-115.1711298,36.128561,3,3.5,6
22062,Golden Taipei,-80.8122158,35.3346189,34,4,3
22063,Phoenix Knife House,-111.976406,33.494205,31,4.5,4
22064,Papago Park,-111.9307701,33.4402837,80,4.5,4
22065,Fox and Hound Pub & Grille,-111.8115838,33.378718,38,3,4
22066,Hermès,-80.8335876464844,35.1514472961426,7,4.5,3
22067,Hazelwoods First Place Sports Grill,-112.003173828125,33.4956398010254,92,3,4
22068,Barros Pizza,-112.066286,33.627028,39,4,4
22069,Houdinis Lounge,-115.136389,36.175,3,2.5,6
22070,Della Spiga Cafe,-115.173336,36.119556,35,1.5,6
22071,Al Dente,-115.136389,36.175,11,3,6
22072,Tropica Mango Rare and Exotic Tropical Fruit Tree Nursery,-111.603996,33.4153525,7,4.5,4
22073,Sportsmans Fine Wines,-111.926473,33.584323,11,3.5,4
22074,Pet Butler,-111.789088,33.336366,12,4.5,4
22075,The Estate Sale,-88.243877,40.1180359,3,4.5,5
22076,Sahara Middle Eastern Restaurant,-111.9080599,33.3931623,141,4,4
22077,Life Time Fitness,-111.782805,33.334281,61,4,4
22078,AJ Tailors & Cleaners,-111.9285784,33.3627003,18,4,4
22079,Red Tomato,-111.977849,33.494238,6,3.5,4
22080,Avis Rent-A-Car,-115.146372,36.124423,6,3,6
22081,Planet Beach Contempo Spa,-115.0639178,36.025657,23,3,6
22082,Longs Dry Cleaning,-80.84479,35.213386,7,1.5,3
22083,Sacks Art of Sandwicherie,-111.9513564,33.4217517,73,4,4
22084,Oakcrest Tavern,-89.472686,43.073961,35,3.5,8
22085,Claddagh Irish Pub,-89.529170907803,43.091118653664,63,3,8
22086,Pizza Oven,-89.3252316,43.0537136,19,3.5,8
22087,Johnnys Italian Steakhouse,-89.52668,43.093647,79,3.5,8
22088,Luckys Bar & Grille,-89.4099931,43.0677587,17,3,8
22089,Joeys Seafood and Grill,-89.4958043843508,43.0608835816383,44,3.5,8
22090,Rossarios,-89.32595,43.0544889,8,2,8
22091,CO Daniels,-88.229887,40.108173,3,2.5,5
22092,Matsuri,-115.171051025391,36.1278924523178,53,4.5,6
22093,Xpressions Salon and Day Spa,-115.0452712,36.0558701,11,3.5,6
22094,Ruths Chris Steak House,-80.8389741,35.1505079,63,4,3
22095,Neiman Marcus,-80.8349133,35.1546001,20,4,3
22096,Nathans Famous,-115.168455,36.103191,57,2.5,6
22097,Pascucci Coffee,-111.926503,33.496647,15,4,4
22098,Amazing Yoga,-79.934871,40.451095,28,3.5,7
22099,Pasquals,-89.5289107,43.0019052,22,3,8
22100,Bass Pro Shops,-111.8663979,33.4366164,107,4,4
22101,Aloha Hawaiian BBQ,-115.2103065,36.238878,32,4,6
22102,Brasserie V,-89.4180834,43.0640352,170,4,8
22103,131 Main,-80.805043,35.0347508,118,4,3
22104,Chompies Deli,-111.9199032,33.4224126,353,3.5,4
22105,Epoch,-89.3917765,43.0693339,4,4.5,8
22106,Penang Malaysian Cuisine,-115.211199,36.125587,52,3.5,6
22107,Comedy on Deck Tours,-115.1290038,36.2162532,42,4.5,6
22108,Croques Famous Sandwiches,-111.9953788,33.5119901,3,3.5,4
22109,Ulta Salon Cosmetics & Fragrance,-111.8542536,33.3932089,4,4,4
22110,Taqueria Santander,-115.064099,36.143945,5,4,6
22111,Brunswick Zone XL - Gilbert,-111.7922331,33.3286941,63,3.5,4
22112,Pockets Bar & Grille,-111.791831431685,33.3298762987314,3,4.5,4
22113,Kids Tyme Child Care Facility,-115.21134,36.11274,6,5,6
22114,Kittys Cafe,-115.138595,36.169089,3,3,6
22115,Disneys Character Warehouse Outlet Store,-115.1695624,36.0539587,17,3,6
22116,Nothing But Noodles,-112.0329027,33.3779323,6,2,4
22117,The Cracked Egg,-115.243649,36.071857,284,4,6
22118,The Cafe at the Frick,-79.902294,40.446593,31,4,7
22119,Dels Bar and Ristorante DelPizzo,-79.9521014,40.462989,89,2.5,7
22120,Great Harvest Bread Company,-115.314632691443,36.1006096743447,50,4.5,6
22121,Sakura Teppanyaki & Sushi,-79.9196769,40.437766,63,3.5,7
22122,Salty Senorita North,-111.897898,33.621505,24,2,4
22123,Binions Ranch Steak House,-115.144061,36.171235,164,4,6
22124,Bonefish Grill,-115.1011323,35.9955927,11,4,6
22125,The Great Indoors,-111.9253627,33.6342085,9,3.5,4
22126,Hans Klok - The Beauty of Magic,-115.146372,36.124423,5,3,6
22127,Panda Express,-115.1723638,36.1031723,19,3,6
22128,Vaqueros,-111.924088,33.424281,3,5,4
22129,Aradia Fitness Las Vegas,-115.153128201019,36.1085336099725,12,4.5,6
22130,Office Depot,-115.238745,36.196961,7,4,6
22131,Pearl,-115.1693962,36.1033743,123,3.5,6
22132,Su Vino Winery,-111.930037,33.492517,121,4,4
22133,Aldo Coffee Co,-80.0442439,40.3812488,12,3.5,7
22134,Swagat Indian Restaurant,-89.5174398,43.0753164,68,4,8
22135,Rumbi Island Grill,-111.7545927,33.380569,51,4,4
22136,Pitaya,-88.229381,40.110084,5,2.5,5
22137,Deralds,-88.2255931,40.1105224,12,4.5,5
22138,The Fubar Lounge,-88.234443,40.110443,8,2.5,5
22139,LAX Nightclub,-115.1568938,36.1133411548363,521,2.5,6
22140,GoodFellas Barber Shop,-111.893692,33.620194,28,4.5,4
22141,Market Grille Cafe,-115.2877293,36.2903141,197,4,6
22142,Golden Spoon Frozen Yogurt,-115.314551,36.1284289,20,4,6
22143,Thai Style Noodle House,-115.1944248,36.1258871,431,4,6
22144,Joseph-Beth Booksellers,-79.98096,40.42488,3,4.5,7
22145,Blush Boutique Nightclub,-115.146372,36.124423,207,3.5,6
22146,King Putt Miniature Golf,-115.1184382,36.0215554,17,3,6
22147,Jody Maronis Sausage Kingdom,-112.0178286,33.4382789,24,2,4
22148,Pittsburgh Symphony Orchestra,-80.00208735466,40.4427339324058,6,4.5,7
22149,Clarendon Kitchen + Bar C4,-112.079081,33.49112,29,3,4
22150,TENDER Steak & Seafood,-115.176614272976,36.0953556396528,239,3.5,6
22151,Dior Boutique,-115.146372,36.124423,11,3.5,6
22152,Calvin Klein,-115.158329,36.163689,12,3,6
22153,Dairy Queen / Orange Julius Treat Center,-115.157904162601,36.163604802891,7,3,6
22154,Disney Outlet,-115.1593311,36.1629138,9,4,6
22155,Trader Vics,-115.146372,36.124423,47,3,6
22156,Lowes,-111.9107083,33.4671308,32,3,4
22157,Jordre Studio,-112.0863809,33.4546091,3,4.5,4
22158,Polibertos Taco Shop,-111.9570888,33.3779527,68,4,4
22159,Estilo Boutique,-111.9276185,33.5019817,4,3,4
22160,Chuys Mesquite Broiler,-112.3549013,33.6387163,16,3,4
22161,Firestone Complete Auto Care,-112.4257016,33.638964,11,3,4
22162,Sonic Drive-In,-111.947,33.349683,16,3.5,4
22163,Memphis Best BBQ,-112.5828014,33.3707488,17,4,4
22164,PNC Bank,-79.92241,40.437727,7,3.5,7
22165,Bunky Boutique,-112.07221,33.4653647,44,4.5,4
22166,Tempe Center for the Arts,-111.948667,33.43188,42,4.5,4
22167,Remedys Tavern,-115.1263719,35.9977566,111,3.5,6
22168,Cactus Joes Blue Diamond Nursery,-115.3673358,36.0393646,14,4.5,6
22169,Tipps 88 Thai Restaurant,-111.915305,33.421053,16,4.5,4
22170,Quality Barbershop,-111.9800247,33.3064473,13,3.5,4
